system   D            wsystem.c:583  maybe_parent_dir                 [   0.00083] Also searching C:\Users\Ted\Desktop\Allegro Game - Copy (2)\
display  D   display_settings.c:191  debug_display_settings           [   0.05709] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05712] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05714] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.05716] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05718] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.05721] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05722] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05725] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05727] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05729] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1640 d3d_create_display_internals     [   0.05734] Trying format 0.
d3d      I         d3d_disp.cpp:1325 d3d_display_thread_proc          [   0.05777] Chose a display format: 23
d3d      I         d3d_disp.cpp:1394 d3d_display_thread_proc          [   0.05782] Normal window.
d3d      I         d3d_disp.cpp:800  d3d_create_device                [   0.07123] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:865  d3d_create_device                [   0.10204] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:873  d3d_create_device                [   0.10211] Success
d3d      D         d3d_disp.cpp:1663 d3d_create_display_internals     [   0.10215] Resumed after wait.
d3d      I         d3d_disp.cpp:1696 d3d_create_display_internals     [   0.10222] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.10226] Returning d3d_display: 0279A238
d3d      D         d3d_disp.cpp:1744 d3d_create_display_locked        [   0.10228] al_display=0279A238
d3d      D         d3d_disp.cpp:1745 d3d_create_display_locked        [   0.10230] al_display->vt=02798EF8
font     D                ttf.c:786  al_load_ttf_font_stretch_f       [   0.10438] Font arial.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:788  al_load_ttf_font_stretch_f       [   0.10442]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.10446] added dtor for object 02798EB8, func 665E1B63
font     D                ttf.c:786  al_load_ttf_font_stretch_f       [   0.10501] Font arial.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:788  al_load_ttf_font_stretch_f       [   0.10503]     ascent=22.0, descent=-5.0, height=28.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.10507] added dtor for object 02649BC0, func 665E1B63
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10614] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10617] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10622] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10624] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10625] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10627] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10629] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10630] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10632] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10634] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10636] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10638] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10640] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10703] added dtor for object 0266CD70, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.12211] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.12219] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13154] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13158] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13161] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13162] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13164] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13166] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13167] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13169] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.13171] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.13173] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.13174] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.13176] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.13178] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13270] added dtor for object 0266CE70, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.14108] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.14124] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14780] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14785] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14787] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14788] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14790] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14792] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14793] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14795] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14797] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.14798] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.14801] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.14803] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.14804] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.14858] added dtor for object 0266CF70, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.15730] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.15740] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16407] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16412] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16414] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16416] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16417] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16419] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16421] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16422] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16424] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.16426] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.16427] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.16429] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.16431] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16449] added dtor for object 0266D0E0, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.16599] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.16604] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16644] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16647] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16652] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16654] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16656] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16665] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16666] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16668] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16670] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.16671] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.16674] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.16676] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.16677] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16740] added dtor for object 0266DDC0, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.17234] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.17239] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17657] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17661] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17663] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17664] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17666] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17668] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17669] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17671] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17673] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.17675] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.17676] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.17678] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.17680] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17747] added dtor for object 026E8060, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.18270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.18277] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18702] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18706] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18708] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18710] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18712] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18713] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18715] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18717] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18718] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.18720] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.18722] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.18724] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.18725] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.18784] added dtor for object 026E8160, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19292] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19299] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19712] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19715] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19717] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19719] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19720] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19722] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19724] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19725] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19728] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.19730] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.19732] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.19734] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.19736] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19798] added dtor for object 026E8310, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.20285] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.20292] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20753] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20759] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20761] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20762] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20764] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20766] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20767] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20769] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20771] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.20772] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.20774] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.20776] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.20778] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20801] added dtor for object 026E8650, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.20924] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.20931] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20978] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20981] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20982] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20984] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20986] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20988] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20989] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20991] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20993] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.20994] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.20996] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.20998] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21000] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21011] added dtor for object 026EC7F0, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21068] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21073] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21198] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21201] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21203] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21204] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21206] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21208] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21209] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21211] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21213] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21214] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21216] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21218] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21220] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21231] added dtor for object 026EDD50, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21289] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21296] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21340] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21343] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21366] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21369] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21372] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21375] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21377] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21378] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21380] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21382] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21383] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21385] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21387] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21389] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21390] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21401] added dtor for object 026F9D28, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21454] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21459] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21490] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21494] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21506] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21509] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21511] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21513] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21514] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21516] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21518] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21519] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21521] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21523] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21525] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21526] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21528] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21542] added dtor for object 026F9E28, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21584] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21634] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21637] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21698] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21701] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21703] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21705] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21706] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21708] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21710] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21711] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21713] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21715] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21717] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21718] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21720] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21732] added dtor for object 0266C150, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21877] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21881] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.21911] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.21914] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21928] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21930] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21932] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21933] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21935] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21937] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21939] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21941] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21942] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21944] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21946] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21948] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21949] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21962] added dtor for object 0266C250, func 665E259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.22008] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.22013] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.22042] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.22046] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22059] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22061] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22063] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22065] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22066] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.22068] Fake format
